اسم_الشركة,الموضوع / النشاط,العنوان,الولاية,المعتمدية,المنطقة,النوع,__name_norm__,match_score,trovit_index,has_candidate,trovit_name,trovit_charika_id,trovit_tax_id,trovit_wilaya,trovit_delegation,trovit_capital,trovit_legal_form,trovit_detail_url,matched_strict,matched_maybe
حلم الزوارع شركة أهلية محلية,أنشطة ترفيهية,وشتاتة,باجة,نفزة,وشتاتة,محلية,حلم الزوارع شركه اهليه محليه,100.0,138,True,حلم الزوارع شركة أهلية محلية,1805848A,1805848A,باجة,نفزة,10000,شركة أهلية محلية,https://trovit.tn/charika/1805848A,True,False
غانم الخير شركة أهلية محلية,فلاحة / صيد و الخدمات المتصلة بها,غانم الصغير توكابر,باجة,مجاز الباب,توكابر,محلية,غانم الخير شركه اهليه محليه,100.0,63,True,غانم الخير شركة أهلية محلية,1882978Q,1882978Q,باجة,مجاز الباب,10000,شركة أهلية محلية,https://trovit.tn/charika/1882978Q,True,False
حلم الزوارع شركة أهلية محلية,أنشطة ترفيهية,وشتاتة,باجة,نفزة,وشتاتة,محلية,حلم الزوارع شركه اهليه محليه,100.0,138,True,حلم الزوارع شركة أهلية محلية,1805848A,1805848A,باجة,نفزة,10000,شركة أهلية محلية,https://trovit.tn/charika/1805848A,True,False
بارك مقرنوا شركة اهلية محلية,أنشطة ترفيهية و ثقافية و رياضية,عدد 12 نهج البندقية مقرين الجوهرة,بن عروس,مقرين,جوهرة,محلية,بارك مقرنوا شركه اهليه محليه,100.0,77,True,بارك مقرنوا شركة اهلية محلية,1876809K,1876809K,بنعروس,مقرين,10000,شركة أهلية محلية,https://trovit.tn/charika/1876809K,True,False
الشركة الاهلية المحلية للثقافة والترفيه والسياحة القباب,أنشطة ترفيهية,الطريق الوطنية عدد 1برج سدرية,بن عروس,حمام الشط,حمام الشط,جهوية,الشركه للثقافه والترفيه والسياحه القباب,100.0,92,True,الشركة الاهلية المحلية للثقافة والترفيه والسياحة القباب,1873417J,1873417J,بنعروس,حمام الشط,10000,شركة أهلية محلية,https://trovit.tn/charika/1873417J,True,False
الشركة الأهليه المحلية بير ماطر,صناعة/ صنع أغذية الحيوانات,عدد 5 شارع طه حسين,بنزرت,ماطر,ماطر,محلية,الشركه بير ماطر,100.0,60,True,الشركة الأهليه المحلية بير ماطر,1874307H,1874307H,تونس,ماطر,10600,شركة أهلية محلية,https://trovit.tn/charika/1874307H,True,False
الشركة الأهلية المحلية الفلاحية المستقبل,فلاحة / صيد و الخدمات المتصلة بها,هنشير الشرقية,بنزرت,سجنان,سجنان,محلية,الشركه الفلاحيه المستقبل,100.0,22,True,الشركة الأهلية المحلية الفلاحية المستقبل,1902179D,1902179D,بنزرت,سجنان,10000,شركة أهلية محلية,https://trovit.tn/charika/1902179D,True,False
الشركة الاهلية المحلية عين مازر,فلاحة / صيد و الخدمات المتصلة بها,الحدادين بازينة,بنزرت,جومين,بازينة,جهوية,الشركه عين مازر,100.0,118,True,الشركة الاهلية المحلية عين مازر,1833310B,1833310B,تونس,جومين,10000,شركة أهلية محلية,https://trovit.tn/charika/1833310B,True,False
الشركة الأهلية المحلية الفلاحية ابن عرفة غمراسن,فلاحة/ صيد و الخدمات المتصلة بها,نهج 18 جانفي,تطاوين,غمراسن,غمراسن,محلية,الشركه الفلاحيه ابن عرفه غمراسن,100.0,82,True,الشركة الأهلية المحلية الفلاحية ابن عرفة غمراسن,1880854V,1880854V,تطاوين,غمراسن,10000,شركة أهلية محلية,https://trovit.tn/charika/1880854V,True,False
الشركة الاهلية الجهوية بلقاء للحوم,أصناف أخرى من تجارة الجملة,الخاتمة تطاوين,تطاوين,تطاوين الشمالية,النزهة,محلية,الشركه بلقاء للحوم,100.0,13,True,الشركة الاهلية الجهوية بلقاء للحوم,1836939Y,1836939Y,تطاوين,تطاوين الشمالية,20000,شركة أهلية جهوية,https://trovit.tn/charika/1836939Y,True,False
الشركة الاهلية الجهوية البيارق للانتاج الحيواني,تربية الحيوانات,الخاتمة تطاوين,تطاوين,تطاوين الشمالية,النزهة,محلية,الشركه البيارق للانتاج الحيواني,100.0,15,True,الشركة الاهلية الجهوية البيارق للانتاج الحيواني,1835385F,1835385F,تطاوين,تطاوين الشمالية,20000,شركة أهلية جهوية,https://trovit.tn/charika/1835385F,True,False
الشركة الاهلية الجهوية سقيا للزراعات,زراعة,الخاتمة تطاوين,تطاوين,تطاوين الشمالية,النزهة,محلية,الشركه سقيا للزراعات,100.0,12,True,الشركة الاهلية الجهوية سقيا للزراعات,1838264K,1838264K,تطاوين,تطاوين الشمالية,20000,شركة أهلية جهوية,https://trovit.tn/charika/1838264K,True,False
الشركة الاهلية الجهوية الصحاري للجبس بتطاوين,صناعات تحويلية (معملية),الهادي شاكر تطاوين,تطاوين,تطاوين الشمالية,النزهة,محلية,الشركه الصحاري للجبس بتطاوين,100.0,14,True,الشركة الاهلية الجهوية الصحاري للجبس بتطاوين,1835936Q,1835936Q,تطاوين,تطاوين الشمالية,20800,شركة أهلية جهوية,https://trovit.tn/charika/1835936Q,True,False
الشركة الأهلية المحلية الكوفة للانتاج الحيواني,تربية الحيوانات,القطعاية,توزر,نفطة,الشافعي الشريف,جهوية,الشركه الكوفه للانتاج الحيواني,100.0,69,True,الشركة الأهلية المحلية الكوفة للانتاج الحيواني,1888526Q,1888526Q,توزر,نفطة,10000,شركة أهلية محلية,https://trovit.tn/charika/1888526Q,True,False
الشركة الأهلية المحلية العمارنة,تربية الحيوانات,صحراوي شتاوى,توزر,توزر,مسغونة,محلية,الشركه العمارنه,100.0,46,True,الشركة الأهلية المحلية العمارنة,1922864E,1922864E,توزر,توزر,10000,شركة أهلية محلية,https://trovit.tn/charika/1922864E,True,False
الشركة الأهلية المحلية الغزال الذهبي حزوة,فلاحة / صيد و الخدمات المتصلة بها,شارع 20 مارس,توزر,حزوة ,حزوة,محلية,الشركه الغزال الذهبي حزوه,100.0,105,True,الشركة الأهلية المحلية الغزال الذهبي حزوة,1856324G,1856324G,تونس,حزوة,10000,شركة أهلية محلية,https://trovit.tn/charika/1856324G,True,False
