اسم_الشركة,الموضوع / النشاط,العنوان,الولاية,المعتمدية,المنطقة,النوع,__name_norm__,match_score,trovit_index,has_candidate,trovit_name,trovit_charika_id,trovit_tax_id,trovit_wilaya,trovit_delegation,trovit_capital,trovit_legal_form,trovit_detail_url,matched_strict,matched_maybe
الشركة الأهلية المحلية كابصا النظيفة لرسكلة و تثمين النفايات,رفع الفضلات و معالجتها,حي السرور,قفصة,قفصة الجنوبية,قفصة المدينة,محلية,الشركه كابصا النظيفه لرسكله و تثمين النفايات,55.263157894736835,140,True,الشركة الاهلية المحلية المركب الفلاحي مشرق الشمس,1797120Q,1797120Q,القصرين,سبيطلة,11400,شركة أهلية محلية,https://trovit.tn/charika/1797120Q,False,False
الشركة الأهلية الجهوية الوعد للخدمات بقفصة,خدمات ملحقة بالنقل,عمران المقدمي,قفصة,قفصة الجنوبية,قفصة المدينة,جهوية,الشركه الوعد للخدمات بقفصه,81.4814814814815,42,True,الشركة الأهلية المحلية للخدمات العامة بقرقنة,1911725J,1911725J,صفاقس,قرقنة,10000,شركة أهلية محلية,https://trovit.tn/charika/1911725J,False,False
الشركة الأهلية الجهوية لتنمية السياحية و الرياضية,أنشطة ترفيهية و ثقافية و رياضية,1الراقوبة,قفصة,القصر,القصر,جهوية,الشركه لتنميه السياحيه و الرياضيه,77.92207792207793,94,True,الشركة الاهلية المحلية برج خديجة للتنمية الثقافية و السياحية,1820630X,1820630X,المهدية,الشابة,106000,شركة أهلية محلية,https://trovit.tn/charika/1820630X,False,False
الشركة الأهلية الجهوية لسيارات الأجرة لواج قفصة,النقل الحضري و النقل عبر الطريق,حي بياش,قفصة,قفصة الجنوبية,قفصة المدينة,جهوية,الشركه لسيارات الاجره لواج قفصه,62.295081967213115,69,True,الشركة الأهلية المحلية الكوفة للانتاج الحيواني,1888526Q,1888526Q,توزر,نفطة,10000,شركة أهلية محلية,https://trovit.tn/charika/1888526Q,False,False
الشركة الأهلية المحلية للزراعة و التخزين سيدي صالح,فلاحة / صيد و الخدمات المتصلة بها,العليم سيدي صالح,قفصة,السند,السند,محلية,الشركه للزراعه و التخزين سيدي صالح,62.96296296296296,12,True,الشركة الاهلية الجهوية سقيا للزراعات,1838264K,1838264K,تطاوين,تطاوين الشمالية,20000,شركة أهلية جهوية,https://trovit.tn/charika/1838264K,False,False
الشركة الأهلية المحلية الارادة للبستنة و تصرف في النفايات غير خطيرة,التطهير وتنظيف الطرقات و التصرف في الفضلات,محضنة المؤسسات جربة للابداع,مدنين,جربة ميدون,ميدون,محلية,الشركه الاراده للبستنه و تصرف في النفايات غير خطيره,56.81818181818181,32,True,الشركة الاهلية المحلية المصير للخدمات و الانتاج ببرقو,1847104V,1847104V,سليانة,برقو,10000,شركة أهلية محلية,https://trovit.tn/charika/1847104V,False,False
شركة زيان للنقل والخدمات بجرجيس(شركة أهلية محلية),أنواع أخرى من النقل الطريقي,نهج 20 مارس,مدنين,جرجيس,جرجيس,محلية,شركه زيان للنقل والخدمات بجرجيس شركه اهليه محليه,78.48101265822784,127,True,شركة زيان للنقل والخدمات بجرجيس,1825810W,1825810W,مدنين,جرجيس,10000,شركة أهلية محلية,https://trovit.tn/charika/1825810W,False,False
الشركة الأهلية المحلية للخياطة و التطريز بمدنين نيوفاشن,صناعة الملابس و صناعة الفراء (الفورير),نهج النخيل حي الخراشفة,مدنين,مدنين الشمالية,مدنين الشمالية,محلية,الشركه للخياطه و التطريز بمدنين نيوفاشن,60.86956521739131,61,True,الشركة الأهلية المحلية للصيد البحري سيدي مخلوف,1841285Q,1841285Q,مدنين,سيدي مخلوف,10000,شركة أهلية محلية,https://trovit.tn/charika/1841285Q,False,False
الشركة الاهلية المحلية الأمل للنسيج بسيدي مخلوف,صناعة الملابس و صناعة الفراء (الفورير),الراقوبة الشرقية,مدنين,سيدي مخلوف,سيدي مخلوف,محلية,الشركه الامل للنسيج بسيدي مخلوف,78.68852459016394,61,True,الشركة الأهلية المحلية للصيد البحري سيدي مخلوف,1841285Q,1841285Q,مدنين,سيدي مخلوف,10000,شركة أهلية محلية,https://trovit.tn/charika/1841285Q,False,False
الشركة الاهلية المحلية الفلاحية التحدي لتربية الماشية,تربية الضأن و الماعز,تبرقيت القصبة سيدي مخلوف,مدنين,سيدي مخلوف,سيدي مخلوف,محلية,الشركه الفلاحيه التحدي لتربيه الماشيه,68.85245901639344,22,True,الشركة الأهلية المحلية الفلاحية المستقبل,1902179D,1902179D,بنزرت,سجنان,10000,شركة أهلية محلية,https://trovit.tn/charika/1902179D,False,False
الشركة الأهلية المحلية الفلاحية تيسير بالراقوبة الشرقية,تربية الحيوانات,الراقوبة,مدنين,سيدي مخلوف,سيدي مخلوف,محلية,الشركه الفلاحيه تيسير بالراقوبه الشرقيه,69.56521739130434,30,True,الشركة الأهلية المحلية الفلاحية بالدخيلة أرزاق,1923525R,1923525R,منوبة,منوبة,10000,شركة أهلية محلية,https://trovit.tn/charika/1923525R,False,False
الشركة الاهلية المحلية للانتاج الفلاحي برمادة,زراعة الزياتين,طريق الذهيبات,مدنين,سيدي مخلوف,سيدي مخلوف,جهوية,الشركه للانتاج الفلاحي برماده,73.01587301587303,117,True,الشركة الاهلية المحلية للانشطة الفلاحية سيدي بوبكر,1833636X,1833636X,قفصة,أم العرائس,10400,شركة أهلية محلية,https://trovit.tn/charika/1833636X,False,False
الشركة الأهلية المحلية لتنمية الفلاحية للمساعدين,زراعة,المساعدين,منوبة,برج العامري,برج العامري,محلية,الشركه لتنميه الفلاحيه للمساعدين,76.19047619047619,137,True,الشركة الأهلية المحلية للخدمات الفلاحية النوائل,1806830T,1806830T,سيدي بوزيد,بير  الحفي,44000,شركة أهلية محلية,https://trovit.tn/charika/1806830T,False,False
الشركة الأهلية المحلية إزدهار برج النور,زراعة,يرج النور المساعدين,منوبة,برج العامري,برج العامري,جهوية,الشركه ازدهار برج النور,65.11627906976744,106,True,الشركة الأهلية المحلية عقارب الجديدة,1850881G,1850881G,صفاقس,عقارب,10000,شركة أهلية محلية,https://trovit.tn/charika/1850881G,False,False
الشركة الأهلية الجهوية ار سام,فلاحة/ صيد,طريق منزل بوزلفة كم1,نابل,سليمان,سليمان,محلية,الشركه ار سام,73.33333333333334,124,True,الشركة الاهلية المحلية أم الاقصاب,1827094A,1827094A,تونس,أم العرائس,10000,شركة أهلية محلية,https://trovit.tn/charika/1827094A,False,False
الشركة الأهلية الجهوية فاطمة الزهراء لخدمات النقل بنابل,خدمات ملحقة بالنقل,محطة التاكسي الجماعي شارع الجمهورية,نابل,سليمان,سليمان,جهوية,الشركه فاطمه الزهراء لخدمات النقل بنابل,61.53846153846154,70,True,الشركة الاهلية المحلية لخدمات الصيد البحري,1872655S,1872655S,صفاقس,العامرة,14200,شركة أهلية محلية,https://trovit.tn/charika/1872655S,False,False
الشركة الأهلية المحلية للسياحة و البيئة و الترفيه تاكلسة,أنشطة ترفيهية و ثقافية و رياضية,المرصد البحري بالبكاكشة,نابل,تاكلسة,تاكلسة الجوفية,جهوية,الشركه للسياحه و البييه و الترفيه تاكلسه,63.888888888888886,129,True,الشركة الأهلية المحلية الفلاحية الشباب و التنمية,1823244D,1823244D,تونس,نصرالله,14250,شركة أهلية محلية,https://trovit.tn/charika/1823244D,False,False
الشركة الأهلية الجهوية للسياحة و الترفيه زمبرة الجامور,أنشطة ترفيهية و ثقافية و رياضية,الكرمانية,نابل,الهوارية,الهوارية القبلية,محلية,الشركه للسياحه و الترفيه زمبره الجامور,68.57142857142857,129,True,الشركة الأهلية المحلية الفلاحية الشباب و التنمية,1823244D,1823244D,تونس,نصرالله,14250,شركة أهلية محلية,https://trovit.tn/charika/1823244D,False,False
الشركة الأهلية الجهوية إكو تاكي للفلاحة,تربية الحيوانات,الرمل,نابل,تاكلسة,تاكلسة الجوفية,محلية,الشركه اكو تاكي للفلاحه,74.07407407407408,57,True,الشركة الأهلية المحلية التفوق للفلاحة النموذجية,1897228J,1897228J,قفصة,السند,10000,شركة أهلية محلية,https://trovit.tn/charika/1897228J,False,False
الشركة الأهلية المحلية السعادة,زراعة,دار الجندي,نابل,تاكلسة,تاكلسة الجوفية,محلية,الشركه السعاده,81.4814814814815,62,True,الشركة الأهلية المحلية السلام,1882403D,1882403D,سليانة,بو عرادة,10000,شركة أهلية محلية,https://trovit.tn/charika/1882403D,False,False
الشركة الأهلية المحلية خير البلاد,فلاحة / صيد و الخدمات المتصلة بها,نوال,نابل,قرنبالية,قرنبالية الشرقية,محلية,الشركه خير البلاد,80.0,48,True,الشركة الاهلية المحلية قصر البارود,1902998H,1902998H,سيدي بوزيد,جلمة,10000,شركة أهلية محلية,https://trovit.tn/charika/1902998H,False,False
الشركة الأهلية المحلية المشارق,فلاحة / صيد و الخدمات المتصلة بها,قصر سعد,نابل,قربة,قربة الشرقية,محلية,الشركه المشارق,82.75862068965517,46,True,الشركة الأهلية المحلية العمارنة,1922864E,1922864E,توزر,توزر,10000,شركة أهلية محلية,https://trovit.tn/charika/1922864E,False,False
الشركة الأهلية المحلية للتصرّف في أراضي مجموعة بني خيار,فلاحة / صيد و الخدمات المتصلة بها,شارع الحبيب بورقيبة,نابل,بني خيار,بني خيار,محلية,الشركه للتصر ف في اراضي مجموعه بني خيار,57.971014492753625,61,True,الشركة الأهلية المحلية للصيد البحري سيدي مخلوف,1841285Q,1841285Q,مدنين,سيدي مخلوف,10000,شركة أهلية محلية,https://trovit.tn/charika/1841285Q,False,False
الشركة الأهلية الجهوية للفلاحة الإمتياز,فلاحة / صيد و الخدمات المتصلة بها,شارع السلام,نابل,قرنبالية,قرنبالية الشرقية,محلية,الشركه للفلاحه الامتياز,78.26086956521739,49,True,الشركة الأهلية المحلية الريادة الفلاحية,1901072N,1901072N,سيدي بوزيد,منزل بوزيان,10000,شركة أهلية محلية,https://trovit.tn/charika/1901072N,False,False
